id	username	name	date	content
302293168827822080	@vdv73rus	Vislov Dmitry	1360907282	Мне нравится конференция СТАЧКА - 2013! http://nastachku.ru  #nastachku via @nastachku
302290968172978176	@plugin73	Vagin Alexander	1360906757	Мне нравится конференция СТАЧКА - 2013! http://nastachku.ru  #nastachku с помощью @nastachku
296564695530344449	@numbata	Andrei Subbota	1359541507	Вдруг кто ещё не знает: 12-13 апреля в #ulsk пройдет it-конфа #nastachku . Меньше маркетинговой лабуды, больше практики http://nastachku.ru 
290525659107840000	@mokevnin	Kirill	1358101689	Ищу классных #dev докладчиков #nastachku в #ulsk. Порекомендуйте знакомых или интересных вам людей и компании опыт которых вам интересен.
266165495827423232	@ultop_ru	ТОП Ульяновска	1352293773	"Ульяновская #IT-конференция ""Стачка"" снова прогремела на всю Россию http://www.ultop.ru/news/8492/  #nastachku #sta4ka #stachka #uln"
252762900681338881	@Jay7t	Yury Bushmelev	1349098346	Кстати, у меня есть мнение, что nastachku.ru #ulsk по уровню организации и докладов была примерно сравнима с #yac2012
245823420514832384	@da_efremov	Денис Ефремов	1347443845	"Камиль Калимуллин, представитель НП ""СРИТ"", рассказывает о Стачке! @nastachku #it #73reg #itday  http://twitpic.com/atrdc8 "
237275632634052608	@semirook	Roman Semirook	1345405893	"@coagulant http://nastachku.ru/  ""Нагруженный поиск на Sphinx. Роман Павлушко"". Чего только стоит циклическая ротация огромного индекса..."
218762767325331456	@aprodaldom	Аленка	1340992082	"Мероприятие проходило в Ульяновской области 13-14 апреля. Веб-сайт конференции http://nastachku.ru   занял первое место в номинации ""В..."
218701927054180353	@MST_Digital	MST	1340977577	"Результаты #ratingruneta опубликованы: наш сайт ""Стачки"" http://www.nastachku.ru  на 1 месте! Подр.на фейсбуке #nastachku http://twitpic.com/a1ukrb "
218402574414516225	@buxler	Камиль Калимуллин	1340906206	"Сайт ульяновской конференции ""Стачка""(http://nastachku.ru/ ) выиграл в Рейтинге Рунета http://www.ultop.ru/news/7641 "
218396847302115328	@mit_ulgov	Министерство ИТ	1340904840	"Поздравляем! @ultop_ru: Сайт ульяновской IT-конференции ""Стачка"" выиграл в Рейтинге Рунета! http://www.ultop.ru/news/7641   #nastachku #sta4ka"
218310402944151552	@ultop_ru	ТОП Ульяновска	1340884230	"Сайт ульяновской IT-конференции ""Стачка"" выиграл в Рейтинге Рунета! http://www.ultop.ru/news/7641  #ulsk #uln #nastachku #sta4ka"
208156949492146176	@en_estivastudio	Estivastudio	1338463458	From 13 to 15 April we were on “Ctachka” conference in Ulyanovsk (@nastachku http://nastachku.ru/ ).
207940698434043904	@dolgonedumal	Скоро Узнаете	1338411900	Жаль я сюда не попал http://nastachku.ru/  Кто нибудь слышал про эту конференцию?
195781270943432704	@buxler	Камиль Калимуллин	1335512867	«Стачка» в российском IT: итоги - CMS Magazine #nastachku http://bit.ly/ItZEXx 
195424139971018752	@MST_Digital	MST	1335427720	"А вы уже поставили ""Стачке"" оценку? Оценить по шкале от 1 до 10 - http://nastachku.ru/vote-comment.html …. Оценить докладчиков - http://nastachku.ru/vote-comment.html … #sta4ka"
195413332038127617	@nastachku	nastachku	1335425143	"Новый отчет о ""Стачке"": на этот раз от докладчиков Diogenes http://gena-kozar.livejournal.com/50982.html  #sta4ka"
195052896746868740	@Alexio_Marziano	Alexey Marakhovets	1335339209	Оценить мероприятие - Стачка! Конференция http://nastachku.ru/vote-comment.html …
195035478397947905	@buxler	Камиль Калимуллин	1335335056	Сделали голосовалку за доклады http://nastachku.ru/reporters.html  и голосовалку за мероприятие http://nastachku.ru/vote-comment.html … для тех кто был #nastachku
194793928871002113	@NOX_73	Alexander Rozhnov	1335277466	Оценить мероприятие - Стачка! Конференция http://nastachku.ru/vote-comment.html …
194745333891342336	@buxler	Камиль Калимуллин	1335265880	http://nastachku.ru/  чуть ниже видео, вылили доклад @levwalkin #nastachku
194384869894275073	@nastachku	nastachku	1335179939	"Все докладчики первой ""Стачки"": http://vk.com/wall-36051360_69 … Никого не забыли?"
193659121835323392	@buxler	Камиль Калимуллин	1335006907	http://kp.ru/daily/25869/2835001/ … - наши отзывы, как организаторов про #nastachku
193656993704185856	@buxler	Камиль Калимуллин	1335006399	@Ezhoff твои на @ulpressa что-то про #nastachku не знают. Мы - организаторы, посмотрите на сайте. http://ulpressa.ru/2012/04/21/temyi-i-lyudi-drugie-litsa/ …
193655531850829824	@buxler	Камиль Калимуллин	1335006051	"http://ulpressa.ru/2012/04/21/temyi-i-lyudi-drugie-litsa/ … про меня: ""и в этот раз сделал вылазку в глубокий тыл кибер-анархистов"", ничего, что я в соорганизаторах #nastachku ?"
193262662581362688	@Turnkeye	Magento Experts	1334912384	@nastachku Слайды доклада о Magento 2 & X.commerce http://turnkeye.com/blog/magento-2-x-commerce-conference-stachka/ …
193262268320989184	@Turnkeye	Magento Experts	1334912290	Magento 2 & X.commerce. Our lecture on local IT conference “Stachka” http://turnkeye.com/blog/magento-2-x-commerce-conference-stachka/ … @nastachku
193059584171184128	@buxler	Камиль Калимуллин	1334863966	Засветился на видео про #nastachku http://mosaica.ru/video/2012/04/17/363 …
192874252851089408	@buxler	Камиль Калимуллин	1334819779	Вылили ссылки на отзывы про #nastachku http://nastachku.ru/  чуть ниже видео.
192706610831953924	@delexp_net	Вадим Захаров	1334779810	Мой доклад со #sta4ka в письменном виде - http://delexp.net/prodvizhenie-internet-magazina-s-minimalnymi-zatratami/ … . Гораздо более подробный и интересный :) #nastachku @nastachku
192644500693331968	@olegkurnosov	Oleg Kurnosov	1334765002	Photoset: How @flatstack / @flatsoft attended @nastachku conf http://tmblr.co/ZF591yJtEM64 
192530399329656833	@MST_Digital	MST	1334737798	"8-й #Деньрождения @MST_Digital отметили ""Стачкой""! #Фото с конференции смотрите на нашей странице: http://www.facebook.com/MST.agency  #sta4ka #nastachku"
192512510337880065	@GEN_DIR	Николай Фетюхин	1334733533	#sta4ka #nastachku Главные Новости Ульяновска: Стачка удалась! http://mosaica.ru/photos/10 
192210187879321600	@seriyps	Sergey Prokhorov	1334661454	Стачка. Впечатления о конференции + обзор докладов. Раз: http://seriyps.ru/blog/2012/04/17/na-stachku-vpechatleniya-i-obzor-konferencii-day1/ … Два: http://seriyps.ru/blog/2012/04/17/na-stachku-vpechatleniya-i-obzor-konferencii-day-2/ … #sta4ka #nastachku
191993401980366849	@delexp_net	Вадим Захаров	1334609768	Стачка: как это было - http://delexp.net/stachka-kak-eto-bylo/ … #sta4ka #nastachku
191899295774015488	@dimanets	Диманец	1334587332	Свежий ТОП твиттера г.Ульяновск #ulsk, лидер снова @vdv73rus, @hashenko73 кусает локти - надо было идти #nastachku! :) http://bit.ly/IQsG6D 
191894022820872193	@BetweenMyths	Ken Craggs	1334586074	Google Translate: #Web #IT #Cloud #Technology: Strike Conference, Russia http://bit.ly/IxSsrS  - http://bit.ly/IxSsrS  @nastachku
191889574421737472	@bekreyev	Konstantin Bekreyev	1334585014	«Стачка» в Ульяновской области стала третьей по величине и масштабу ИТ-конференцией в России http://mosaica.ru/news/obshchestvo/2012/04/13/19724 … #nastachku #sta4ka
191880420214833152	@GEN_DIR	Николай Фетюхин	1334582831	#stachka #nastachku немного фоток с мероприятия http://www.ultop.ru/gallery/10074/2/ …
