link,date,content
http://twitter.com/nastachku/statuses/319707276262903808,2013-04-04,На сайте появилось расписание конференции! Заценим? nastachku.ru/schedule #nastachku #ulsk
http://vk.com/wall-36051360_176,2013-04-04,На сайте появилось расписание конференции! Заценим?<br>http://nastachku.ru ... показать полный текст  http://nastachku.ru/schedule#
http://twitter.com/vdv73rus/statuses/319691374301687808,2013-04-04,"Кстати да, выложено расписание докладов конеференции «Стачка!» - 2013 nastachku.ru/schedule #nastachku"
http://twitter.com/mokevnin/statuses/319689611708334081,2013-04-04,Выложили расписание докладов #nastachku nastachku.ru/schedule #ulsk
http://blogs.mail.ru/mail/bandera_96/6D7A070D278AE74C.html,2013-04-04,06b8652e0c98d368показать полный текст  А ты еще и после просмотра слайдов brainopia с piterrb (sidekiq: ) не пойдешь nastachku ???
http://juick.com/Aika/2295039#3,2013-04-03,Aika: @показать полный текст  cadastik nastachku.ru
http://twitter.com/nastachku/statuses/319442045221605378,2013-04-03,Дмитрий Ананьев (#Mamba) Практические вопросы использования NOSQL в высоконагруженном проекте. Узнай об этом #nastachku #ulsk
http://twitter.com/tehclaus/statuses/319422657026224128,2013-04-03,"Я пойду #nastachku, сайт мне помог с решением. twitpic.com/cgneoh"
http://twitter.com/KSayganov/statuses/319384678878572545,2013-04-03,Зарегистрировался #nastachku
http://twitter.com/UshakovIvan/statuses/319379014320017408,2013-04-03,#nastachku в #ulsu pic.twitter.com/SbhDn9ggvZ
http://twitter.com/kostya_sokolov/statuses/319376841305632770,2013-04-03,"@nastachku да, спасибо. Это поправили. Вчера добавил второй, но его никак не заапрувят ("
http://twitter.com/nastachku/statuses/319351780397969408,2013-04-03,Владимир Юнев (#Microsoft) расскажет #nastachku об облачной платформе Windows Azure для веб-разработчиков
http://www.iphones.ru/iNotes/289179#comment-577189,2013-04-03,By: motoro11er @показать полный текст  Вот тут подробнее можно глянуть http://blog.aviasales.ru/nastachku-2013/
http://twitter.com/currious_man/statuses/319165775216779264,2013-04-02,"@nastachku Жаль, что попутчиков не удалось найти. Одному скучно ехать."
http://twitter.com/kristy_ochkina/statuses/319148536430211072,2013-04-02,#самара кто кроме @kukaev едет #nastachku? :))
http://twitter.com/mborodov/statuses/319136202773123072,2013-04-02,Зарегестрировался на стачку nastachku.ru. Почитал темы докладов. Хочется много что послушать. pic.twitter.com/GcAWTLNGZI
http://twitter.com/kvgusakov/statuses/319091547788431360,2013-04-02,"@nastachku ясно, спасибо!"
http://twitter.com/nastachku/statuses/319086728138858496,2013-04-02,Руслан Фазлыев@aznakai (#Ecwid) Доклад: Как Ecwid стал решением электронной коммерции номер 1 на Facebook. nastachku.ru #nastachku
