link	date	content
http://twitter.com/mokevnin/statuses/317724363065548800	2013-03-29 23:45:38 +0400	"RT <ns0:user name=""nastachku"" server=""twitter.com"">@nastachku</ns0:user>: А вот и Дюк, который ждет нас 12 апреля ;) Вэлкам <a href=""http://t.co/NJ6IjHPCvY"" xhref=""http://gorodv3d.ru/club/duk.html"">gorodv3d.ru/club/duk.html</a> <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag> <ns0:tag name=""ulsk"" server=""twitter.com"">#ulsk</ns0:tag>"
http://twitter.com/nastachku/statuses/317724025109499904	2013-03-29 23:44:45 +0400	"А вот и Дюк, который ждет нас 12 апреля ;) Вэлкам <a href=""http://t.co/NJ6IjHPCvY"" xhref=""http://gorodv3d.ru/club/duk.html"">gorodv3d.ru/club/duk.html</a> <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag> <ns0:tag name=""ulsk"" server=""twitter.com"">#ulsk</ns0:tag>"
http://twitter.com/kosmatov/statuses/317690617943711745	2013-03-29 21:32:00 +0400	"RT <ns0:user name=""nastachku"" server=""twitter.com"">@nastachku</ns0:user>: Ген.спонсор <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag> - <a href=""http://t.co/edKO6DsW5w"" xhref=""http://undev.ru/"">undev.ru</a> - гуру разработки платформ для телевизионного вещания через интернет. <ns0:tag name=""undev"" server=""twitter.com"">#undev</ns0:tag> <ns0:tag name=""ulsk"" server=""twitter.com"">#ulsk</ns0:tag>"
http://twitter.com/IlyaCS/statuses/317670851904434176	2013-03-29 20:13:27 +0400	"Afterparty на <ns0:tag name=""agiledays"" server=""twitter.com"">#agiledays</ns0:tag> сейчас буду всех агитировать на <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag>."
http://twitter.com/Jay7t/statuses/317665564233445377	2013-03-29 19:52:27 +0400	"Тем, кто едет на <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag> из-за Урала, возможно, будет полезно. 2 апреля запускается авиарейс Уфа &lt;-&gt; <ns0:tag name=""ulsk"" server=""twitter.com"">#ulsk</ns0:tag> <a href=""http://t.co/rOrDisoNLa"" xhref=""http://media73.ru/2013/2-aprelya-otkryvaetsya-aviarejs-ulyanovsk-ufa-ulyanovsk"">media73.ru/2013/2-aprelya...</a>"
http://twitter.com/Jay7t/statuses/317664956076130304	2013-03-29 19:50:02 +0400	"RT <ns0:user name=""nastachku"" server=""twitter.com"">@nastachku</ns0:user>: Ген.спонсор <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag> - <a href=""http://t.co/edKO6DsW5w"" xhref=""http://undev.ru/"">undev.ru</a> - гуру разработки платформ для телевизионного вещания через интернет. <ns0:tag name=""undev"" server=""twitter.com"">#undev</ns0:tag> <ns0:tag name=""ulsk"" server=""twitter.com"">#ulsk</ns0:tag>"
http://twitter.com/afanasievag/statuses/317649009340715008	2013-03-29 18:46:40 +0400	"RT <ns0:user name=""nastachku"" server=""twitter.com"">@nastachku</ns0:user>: Хорошая новость!!Билеты на пати стало купить проще.Теперь можно оплачивать не только картой, но и еще кучей способов) <a href=""http://t.co/BAZaq5CURK"" xhref=""http://www.nastachku.ru/account/afterparty_orders/new"">nastachku.ru/account/afterp...</a>"
http://twitter.com/vdv73rus/statuses/317645447512612864	2013-03-29 18:32:30 +0400	"RT <ns0:user name=""nastachku"" server=""twitter.com"">@nastachku</ns0:user>: Хорошая новость!!Билеты на пати стало купить проще.Теперь можно оплачивать не только картой, но и еще кучей способов) <a href=""http://t.co/BAZaq5CURK"" xhref=""http://www.nastachku.ru/account/afterparty_orders/new"">nastachku.ru/account/afterp...</a>"
http://twitter.com/nastachku/statuses/317645213415903233	2013-03-29 18:31:35 +0400	"Хорошая новость!!Билеты на пати стало купить проще.Теперь можно оплачивать не только картой, но и еще кучей способов) <a href=""http://t.co/BAZaq5CURK"" xhref=""http://www.nastachku.ru/account/afterparty_orders/new"">nastachku.ru/account/afterp...</a>"
http://twitter.com/zzetorg/statuses/317634374738784256	2013-03-29 17:48:30 +0400	"RT <ns0:user name=""nastachku"" server=""twitter.com"">@nastachku</ns0:user>: Ген.спонсор <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag> - <a href=""http://t.co/edKO6DsW5w"" xhref=""http://undev.ru/"">undev.ru</a> - гуру разработки платформ для телевизионного вещания через интернет. <ns0:tag name=""undev"" server=""twitter.com"">#undev</ns0:tag> <ns0:tag name=""ulsk"" server=""twitter.com"">#ulsk</ns0:tag>"
http://twitter.com/saratovsource/statuses/317616108477763584	2013-03-29 16:35:55 +0400	"RT <ns0:user name=""levwalkin"" server=""twitter.com"">@levwalkin</ns0:user>: Nastachku.ru… <span xhref=""http://lionet.livejournal.com/125926.html""><a href=""http://t.co/QIY3GenWfD"" xhref=""http://j.mp/ZG4rj3"">j.mp/ZG4rj3</a></span>"
http://twitter.com/elena_shiryaeva/statuses/317614343795646464	2013-03-29 16:28:55 +0400	"<ns0:user name=""vdv73rus"" server=""twitter.com"">@vdv73rus</ns0:user> ты не поверишь...))) но мне-то можно, у нас же тут не <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag> и не 1500 слушателей)"
http://twitter.com/IlyaCS/statuses/317601580490833920	2013-03-29 15:38:12 +0400	"RT <ns0:user name=""andrebrov"" server=""twitter.com"">@andrebrov</ns0:user>: попал на главную хабра <a href=""http://t.co/3VBzvQZ5Pm"" xhref=""http://habrahabr.ru/company/advantshop/blog/174669/"">habrahabr.ru/company/advant...</a> с анонсом конференции <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag>, а пока что проводим <ns0:tag name=""agiledays"" server=""twitter.com"">#agiledays</ns0:tag>"
http://vk.com/wall-21225627_640	2013-03-29 15:14:50 +0400	  <b>nastachku</b> #ulsk
http://twitter.com/buxler/statuses/317589811118612481	2013-03-29 14:51:26 +0400	"RT <ns0:user name=""XaocCPS"" server=""twitter.com"">@XaocCPS</ns0:user>: Так точно! “<ns0:user name=""letalumil"" server=""twitter.com"">@letalumil</ns0:user>: Ого, <ns0:user name=""XaocCPS"" server=""twitter.com"">@XaocCPS</ns0:user> едет <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag> !”"
http://twitter.com/andrebrov/statuses/317582853565206528	2013-03-29 14:23:47 +0400	"попал на главную хабра <a href=""http://t.co/3VBzvQZ5Pm"" xhref=""http://habrahabr.ru/company/advantshop/blog/174669/"">habrahabr.ru/company/advant...</a> с анонсом конференции <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag>, а пока что проводим <ns0:tag name=""agiledays"" server=""twitter.com"">#agiledays</ns0:tag>"
http://twitter.com/mixen/statuses/317579754633035776	2013-03-29 14:11:28 +0400	"RT <ns0:user name=""XaocCPS"" server=""twitter.com"">@XaocCPS</ns0:user>: Так точно! “<ns0:user name=""letalumil"" server=""twitter.com"">@letalumil</ns0:user>: Ого, <ns0:user name=""XaocCPS"" server=""twitter.com"">@XaocCPS</ns0:user> едет <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag> !”"
http://twitter.com/nastachku/statuses/317578281245360128	2013-03-29 14:05:37 +0400	"Сергей Мелихов (Greensight)<ns0:user name=""greensight_ru"" server=""twitter.com"">@greensight_ru</ns0:user> Доклад:Как повысить эффективность студии на 53% процента. Все секреты раскроем в апреле <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag>"
http://twitter.com/OneHumansDay/statuses/317575549243498497	2013-03-29 13:54:45 +0400	"RT <ns0:user name=""XaocCPS"" server=""twitter.com"">@XaocCPS</ns0:user>: Так точно! “<ns0:user name=""letalumil"" server=""twitter.com"">@letalumil</ns0:user>: Ого, <ns0:user name=""XaocCPS"" server=""twitter.com"">@XaocCPS</ns0:user> едет <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag> !”"
http://twitter.com/letalumil/statuses/317571147908673536	2013-03-29 13:37:16 +0400	"Ого, <ns0:user name=""XaocCPS"" server=""twitter.com"">@XaocCPS</ns0:user> едет <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag> !"
http://twitter.com/GorbunovIV/statuses/317564506450571265	2013-03-29 13:10:53 +0400	"RT <ns0:user name=""nastachku"" server=""twitter.com"">@nastachku</ns0:user>: 12-13 апреля <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag> в Ульяновск <ns0:tag name=""habr"" server=""twitter.com"">#habr</ns0:tag> <span xhref=""http://habrahabr.ru/p/174669/""><a href=""http://t.co/Lc2b0IzN2i"" xhref=""http://habr.ru/p/174669/"">habr.ru/p/174669/</a></span> <ns0:tag name=""ulsk"" server=""twitter.com"">#ulsk</ns0:tag>"
http://twitter.com/5HT/statuses/317557057647693824	2013-03-29 12:41:17 +0400	"RT <ns0:user name=""levwalkin"" server=""twitter.com"">@levwalkin</ns0:user>: Nastachku.ru… <span xhref=""http://lionet.livejournal.com/125926.html""><a href=""http://t.co/QIY3GenWfD"" xhref=""http://j.mp/ZG4rj3"">j.mp/ZG4rj3</a></span>"
http://juick.com/lionet/2290442	2013-03-29 12:40:20 +0400	  Про наждачку: lionet.livejournal.com (<b>nastachku</b>.ru)
http://twitter.com/allegorija_/statuses/317555619026595842	2013-03-29 12:35:34 +0400	"RT <ns0:user name=""nastachku"" server=""twitter.com"">@nastachku</ns0:user>: 12-13 апреля <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag> в Ульяновск <ns0:tag name=""habr"" server=""twitter.com"">#habr</ns0:tag> <span xhref=""http://habrahabr.ru/p/174669/""><a href=""http://t.co/Lc2b0IzN2i"" xhref=""http://habr.ru/p/174669/"">habr.ru/p/174669/</a></span> <ns0:tag name=""ulsk"" server=""twitter.com"">#ulsk</ns0:tag>"
http://twitter.com/ILoGM/statuses/317552825204871168	2013-03-29 12:24:28 +0400	"RT <ns0:user name=""nastachku"" server=""twitter.com"">@nastachku</ns0:user>: 12-13 апреля <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag> в Ульяновск <ns0:tag name=""habr"" server=""twitter.com"">#habr</ns0:tag> <span xhref=""http://habrahabr.ru/p/174669/""><a href=""http://t.co/Lc2b0IzN2i"" xhref=""http://habr.ru/p/174669/"">habr.ru/p/174669/</a></span> <ns0:tag name=""ulsk"" server=""twitter.com"">#ulsk</ns0:tag>"
http://twitter.com/zzetorg/statuses/317552577791287297	2013-03-29 12:23:29 +0400	"RT <ns0:user name=""nastachku"" server=""twitter.com"">@nastachku</ns0:user>: 12-13 апреля <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag> в Ульяновск <ns0:tag name=""habr"" server=""twitter.com"">#habr</ns0:tag> <a href=""http://t.co/Lc2b0IzN2i"" xhref=""http://habr.ru/p/174669/"">habr.ru/p/174669/</a> <ns0:tag name=""ulsk"" server=""twitter.com"">#ulsk</ns0:tag>"
http://vk.com/wall-34306419_24957	2013-03-29 12:22:46 +0400	  <b>nastachku</b>
http://twitter.com/levwalkin/statuses/317551853233655810	2013-03-29 12:20:36 +0400	"Nastachku.ru… <a href=""http://t.co/QIY3GenWfD"" xhref=""http://j.mp/ZG4rj3"">j.mp/ZG4rj3</a>"
http://twitter.com/bananax0r/statuses/317550129605382146	2013-03-29 12:13:45 +0400	"RT <ns0:user name=""nastachku"" server=""twitter.com"">@nastachku</ns0:user>: 12-13 апреля <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag> в Ульяновск <ns0:tag name=""habr"" server=""twitter.com"">#habr</ns0:tag> <span xhref=""http://habrahabr.ru/p/174669/""><a href=""http://t.co/Lc2b0IzN2i"" xhref=""http://habr.ru/p/174669/"">habr.ru/p/174669/</a></span> <ns0:tag name=""ulsk"" server=""twitter.com"">#ulsk</ns0:tag>"
http://twitter.com/Jay7t/statuses/317550056020529153	2013-03-29 12:13:27 +0400	"RT <ns0:user name=""nastachku"" server=""twitter.com"">@nastachku</ns0:user>: 12-13 апреля <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag> в Ульяновск <ns0:tag name=""habr"" server=""twitter.com"">#habr</ns0:tag> <span xhref=""http://habrahabr.ru/p/174669/""><a href=""http://t.co/Lc2b0IzN2i"" xhref=""http://habr.ru/p/174669/"">habr.ru/p/174669/</a></span> <ns0:tag name=""ulsk"" server=""twitter.com"">#ulsk</ns0:tag>"
http://twitter.com/nastachku/statuses/317549198121771008	2013-03-29 12:10:03 +0400	"12-13 апреля <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag> в Ульяновск <ns0:tag name=""habr"" server=""twitter.com"">#habr</ns0:tag> <span xhref=""http://habrahabr.ru/p/174669/""><a href=""http://t.co/Lc2b0IzN2i"" xhref=""http://habr.ru/p/174669/"">habr.ru/p/174669/</a></span> <ns0:tag name=""ulsk"" server=""twitter.com"">#ulsk</ns0:tag>"
http://vk.com/wall-36051360_155	2013-03-29 12:07:57 +0400	  Все #<b>nastachku</b>!
http://twitter.com/nastachku/statuses/317534746026582016	2013-03-29 11:12:37 +0400	"Дмитрий Васильев@dimatwork (NetCat)<ns0:user name=""netcat_ru"" server=""twitter.com"">@netcat_ru</ns0:user> Доклад:Практика разработки мобильных сайтов. <a href=""http://t.co/PsvUsBgIbz"" xhref=""http://nastachku.ru/"">nastachku.ru</a> <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag> <ns0:tag name=""ulsk"" server=""twitter.com"">#ulsk</ns0:tag>"
http://vk.com/wall-36051360_154	2013-03-29 11:05:38 +0400	  <b>nastachku</b> #ulsk
http://twitter.com/UlyanovskUI/statuses/317329693860831233	2013-03-28 21:37:49 +0400	"RT <ns0:user name=""nastachku"" server=""twitter.com"">@nastachku</ns0:user>: Александра Гавдаева (UsabilityLab) <ns0:user name=""UsabilityLab"" server=""twitter.com"">@UsabilityLab</ns0:user> &quot;Современные тенденции в юзабилити и о многом другом в моем докладе&quot;<ns0:user name=""gavdaeva"" server=""twitter.com"">@gavdaeva</ns0:user> <ns0:tag name=""nastachku"" server=""twitter.com"">#nastachku</ns0:tag>"
